CreditScore,Age,Tenure,Balance,NumOfProducts,IsActiveMember,Exited,Tenure_Ratio,Balance_Per_Product,Active_Senior,Has_Balance,Is_Multi_Product,Gender_Male,Age_Group
618,42,8,153572.31,2,1,0,0.19047619047619047,51190.77,0,1,0,1,2
538,37,1,134752.08,1,0,0,0.02702702702702703,67376.04,0,1,0,1,1
643,34,3,83132.09,1,1,0,0.08823529411764706,41566.045,0,1,0,1,1
428,31,2,0.0,2,0,0,0.06451612903225806,0.0,0,0,0,0,1
593,32,9,134096.53,2,0,1,0.28125,44698.84333333333,0,1,0,0,1
718,31,0,118100.59,2,0,0,0.0,39366.863333333335,0,1,0,0,1
811,52,10,76915.4,1,0,1,0.19230769230769232,38457.7,0,1,0,1,3
823,46,3,81576.75,1,1,1,0.06521739130434782,40788.375,0,1,0,0,2
645,49,2,0.0,2,0,0,0.04081632653061224,0.0,0,0,0,1,2
710,33,10,118327.17,2,1,0,0.30303030303030304,39442.39,0,1,0,1,1
591,30,8,124857.69,2,0,0,0.26666666666666666,41619.23,0,1,0,1,0
748,27,2,90971.85,1,1,0,0.07407407407407407,45485.925,0,1,0,0,0
850,37,7,153147.75,1,1,0,0.1891891891891892,76573.875,0,1,0,0,1
542,38,8,65942.26,1,1,1,0.21052631578947367,32971.13,0,1,0,1,1
809,38,3,0.0,2,1,0,0.07894736842105263,0.0,0,0,0,1,1
675,54,2,0.0,1,0,1,0.037037037037037035,0.0,0,0,0,1,3
607,27,5,100912.19,1,0,0,0.18518518518518517,50456.095,0,1,0,0,0
850,31,4,0.0,2,1,0,0.12903225806451613,0.0,0,0,0,0,1
789,37,3,0.0,1,0,1,0.08108108108108109,0.0,0,0,0,1,1
598,43,5,0.0,3,1,1,0.11627906976744186,0.0,0,0,1,0,2
756,41,2,124439.49,2,1,0,0.04878048780487805,41479.83,0,1,0,1,2
687,47,7,0.0,2,1,0,0.14893617021276595,0.0,0,0,0,0,2
724,40,6,0.0,2,0,0,0.15,0.0,0,0,0,1,1
700,44,2,58781.76,1,0,0,0.045454545454545456,29390.88,0,1,0,0,2
635,50,7,159453.64,2,0,1,0.14,53151.21333333334,0,1,0,1,2
687,26,2,142721.52,1,1,0,0.07692307692307693,71360.76,0,1,0,1,0
613,46,8,167795.6,1,1,0,0.17391304347826086,83897.8,0,1,0,0,2
781,38,3,128345.69,2,0,0,0.07894736842105263,42781.89666666667,0,1,0,0,1
703,20,3,165260.98,1,1,0,0.15,82630.49,0,1,0,1,0
593,62,3,118233.81,1,1,1,0.04838709677419355,59116.905,1,1,0,0,4
743,40,6,0.0,1,0,1,0.15,0.0,0,0,0,0,1
640,46,8,0.0,2,0,0,0.17391304347826086,0.0,0,0,0,0,2
849,37,7,143452.74,2,1,0,0.1891891891891892,47817.579999999994,0,1,0,1,1
778,38,3,145018.49,2,1,0,0.07894736842105263,48339.496666666666,0,1,0,1,1
539,38,8,82407.51,1,0,0,0.21052631578947367,41203.755,0,1,0,0,1
489,28,1,79460.98,2,1,0,0.03571428571428571,26486.993333333332,0,1,0,1,0
568,43,9,0.0,1,0,1,0.20930232558139536,0.0,0,0,0,0,2
618,38,5,126473.99,1,0,0,0.13157894736842105,63236.995,0,1,0,1,1
710,30,10,133537.1,2,0,0,0.3333333333333333,44512.36666666667,0,1,0,0,0
625,52,5,164978.01,1,1,0,0.09615384615384616,82489.005,1,1,0,1,3
682,46,7,128029.72,1,1,0,0.15217391304347827,64014.86,0,1,0,1,2
727,43,2,97403.18,1,1,1,0.046511627906976744,48701.59,0,1,0,1,2
794,41,7,176845.41,3,0,1,0.17073170731707318,44211.3525,0,1,1,0,2
652,71,4,0.0,1,1,0,0.056338028169014086,0.0,1,0,0,1,4
670,42,3,81589.04,1,0,0,0.07142857142857142,40794.52,0,1,0,1,2
460,40,6,119507.58,2,0,1,0.15,39835.86,0,1,0,0,1
568,26,6,0.0,2,0,0,0.23076923076923078,0.0,0,0,0,0,0
643,30,5,94443.77,1,1,0,0.16666666666666666,47221.885,0,1,0,1,0
521,37,2,0.0,2,1,0,0.05405405405405406,0.0,0,0,0,1,1
615,32,7,92199.84,1,1,0,0.21875,46099.92,0,1,0,1,1
575,43,3,0.0,1,0,0,0.06976744186046512,0.0,0,0,0,1,2
717,41,3,135756.96,1,1,0,0.07317073170731707,67878.48,0,1,0,0,2
648,54,9,120633.42,1,0,1,0.16666666666666666,60316.71,0,1,0,0,3
535,48,5,134542.73,1,1,1,0.10416666666666667,67271.365,0,1,0,1,2
626,29,7,0.0,2,0,0,0.2413793103448276,0.0,0,0,0,1,0
611,52,7,0.0,1,1,1,0.1346153846153846,0.0,1,0,0,1,3
734,39,6,0.0,1,1,0,0.15384615384615385,0.0,0,0,0,1,1
709,49,4,154344.49,2,1,0,0.08163265306122448,51448.16333333333,0,1,0,1,2
591,43,3,0.0,2,1,0,0.06976744186046512,0.0,0,0,0,1,2
664,43,9,189026.53,2,1,0,0.20930232558139536,63008.84333333333,0,1,0,1,2
431,37,0,120764.08,1,1,0,0.0,60382.04,0,1,0,1,1
647,22,3,97975.82,2,1,0,0.13636363636363635,32658.60666666667,0,1,0,0,0
578,32,4,0.0,2,1,0,0.125,0.0,0,0,0,1,1
555,41,10,113270.2,2,1,0,0.24390243902439024,37756.73333333333,0,1,0,1,2
775,30,4,0.0,2,1,0,0.13333333333333333,0.0,0,0,0,1,0
850,39,3,124548.99,2,1,0,0.07692307692307693,41516.33,0,1,0,1,1
625,43,8,201696.07,1,0,1,0.18604651162790697,100848.035,0,1,0,1,2
645,37,7,0.0,2,0,0,0.1891891891891892,0.0,0,0,0,0,1
608,44,7,114203.47,1,1,1,0.1590909090909091,57101.735,0,1,0,1,2
689,31,4,0.0,2,1,0,0.12903225806451613,0.0,0,0,0,0,1
652,50,8,125437.64,1,1,1,0.16,62718.82,0,1,0,1,2
769,26,7,0.0,2,0,0,0.2692307692307692,0.0,0,0,0,0,0
611,43,8,64897.75,1,0,0,0.18604651162790697,32448.875,0,1,0,0,2
489,38,8,0.0,2,1,0,0.21052631578947367,0.0,0,0,0,1,1
528,46,9,135555.66,1,0,1,0.1956521739130435,67777.83,0,1,0,0,2
632,44,3,107764.75,1,0,0,0.06818181818181818,53882.375,0,1,0,1,2
429,27,6,117307.44,2,1,0,0.2222222222222222,39102.48,0,1,0,0,0
457,41,8,73700.12,3,1,1,0.1951219512195122,18425.03,0,1,1,1,2
768,44,6,60603.4,1,1,0,0.13636363636363635,30301.7,0,1,0,0,2
715,35,4,40169.88,2,1,0,0.11428571428571428,13389.96,0,1,0,0,1
668,32,10,92041.87,1,1,0,0.3125,46020.935,0,1,0,0,1
625,26,3,130483.95,1,0,0,0.11538461538461539,65241.975,0,1,0,1,0
846,41,5,0.0,3,0,1,0.12195121951219512,0.0,0,0,1,0,2
661,42,3,0.0,2,0,0,0.07142857142857142,0.0,0,0,0,0,2
571,23,10,151097.28,1,1,0,0.43478260869565216,75548.64,0,1,0,0,0
582,46,8,67563.31,1,0,1,0.17391304347826086,33781.655,0,1,0,0,2
716,35,8,112808.18,1,1,0,0.22857142857142856,56404.09,0,1,0,0,1
758,42,7,0.0,2,1,0,0.16666666666666666,0.0,0,0,0,0,2
725,66,4,86459.8,1,1,0,0.06060606060606061,43229.9,1,1,0,1,4
630,40,0,118633.08,1,1,1,0.0,59316.54,0,1,0,0,1
627,55,2,159441.27,1,0,1,0.03636363636363636,79720.635,0,1,0,0,3
653,27,9,0.0,2,0,0,0.3333333333333333,0.0,0,0,0,0,0
775,38,4,125212.65,2,1,1,0.10526315789473684,41737.549999999996,0,1,0,0,1
794,45,8,88656.37,2,0,0,0.17777777777777778,29552.123333333333,0,1,0,1,2
831,32,2,146033.62,1,0,0,0.0625,73016.81,0,1,0,0,1
561,29,9,120268.13,1,1,0,0.3103448275862069,60134.065,0,1,0,1,0
705,46,7,0.0,2,0,0,0.15217391304347827,0.0,0,0,0,1,2
636,33,0,0.0,1,0,1,0.0,0.0,0,0,0,0,1
487,46,4,135070.58,2,1,1,0.08695652173913043,45023.526666666665,0,1,0,0,2
693,38,3,0.0,2,0,1,0.07894736842105263,0.0,0,0,0,0,1
517,29,5,0.0,2,0,0,0.1724137931034483,0.0,0,0,0,0,0
684,27,9,122550.05,2,1,0,0.3333333333333333,40850.01666666667,0,1,0,0,0
620,43,2,0.0,2,0,0,0.046511627906976744,0.0,0,0,0,0,2
757,29,8,130306.49,1,0,0,0.27586206896551724,65153.245,0,1,0,1,0
739,27,6,0.0,1,1,0,0.2222222222222222,0.0,0,0,0,0,0
662,41,4,90350.77,1,0,1,0.0975609756097561,45175.385,0,1,0,0,2
359,44,6,128747.69,1,0,1,0.13636363636363635,64373.845,0,1,0,0,2
572,23,2,126873.52,1,1,0,0.08695652173913043,63436.76,0,1,0,1,0
721,69,2,108424.19,1,1,0,0.028985507246376812,54212.095,1,1,0,1,4
707,32,9,0.0,2,0,0,0.28125,0.0,0,0,0,1,1
444,40,5,84350.07,1,0,0,0.125,42175.035,0,1,0,0,1
523,73,7,0.0,2,0,1,0.0958904109589041,0.0,0,0,0,0,4
685,30,4,84958.6,2,1,0,0.13333333333333333,28319.533333333336,0,1,0,0,0
673,29,4,99097.36,1,1,0,0.13793103448275862,49548.68,0,1,0,0,0
503,30,10,136622.55,2,0,0,0.3333333333333333,45540.85,0,1,0,1,0
485,30,5,156771.68,1,1,0,0.16666666666666666,78385.84,0,1,0,0,0
799,28,7,167658.33,2,1,0,0.25,55886.10999999999,0,1,0,1,0
585,33,8,0.0,2,0,0,0.24242424242424243,0.0,0,0,0,0,1
607,24,2,109483.54,2,1,0,0.08333333333333333,36494.51333333333,0,1,0,0,0
521,40,9,134504.78,1,0,0,0.225,67252.39,0,1,0,0,1
535,44,2,114427.86,1,1,0,0.045454545454545456,57213.93,0,1,0,0,2
724,45,5,83888.54,1,1,0,0.1111111111111111,41944.27,0,1,0,1,2
520,32,5,110029.77,1,0,0,0.15625,55014.885,0,1,0,1,1
696,41,9,127523.75,1,1,0,0.21951219512195122,63761.875,0,1,0,1,2
657,30,1,139762.13,2,1,0,0.03333333333333333,46587.37666666667,0,1,0,1,0
603,42,8,91611.12,1,0,1,0.19047619047619047,45805.56,0,1,0,0,2
726,42,2,109471.79,1,1,0,0.047619047619047616,54735.895,0,1,0,0,2
591,39,4,150500.64,1,0,0,0.10256410256410256,75250.32,0,1,0,0,1
792,59,9,101609.77,1,0,1,0.15254237288135594,50804.885,0,1,0,0,3
550,57,5,0.0,1,1,0,0.08771929824561403,0.0,1,0,0,1,3
601,26,8,78892.23,1,1,0,0.3076923076923077,39446.115,0,1,0,0,0
820,29,3,82344.84,1,1,0,0.10344827586206896,41172.42,0,1,0,0,0
667,48,2,0.0,1,0,0,0.041666666666666664,0.0,0,0,0,1,2
573,44,4,0.0,1,1,0,0.09090909090909091,0.0,0,0,0,0,2
755,62,1,127706.33,2,1,0,0.016129032258064516,42568.776666666665,1,1,0,1,4
552,41,9,124349.34,1,0,0,0.21951219512195122,62174.67,0,1,0,0,2
598,44,8,0.0,2,0,0,0.18181818181818182,0.0,0,0,0,1,2
576,28,1,119336.29,2,1,0,0.03571428571428571,39778.76333333333,0,1,0,1,0
670,31,9,0.0,1,1,0,0.2903225806451613,0.0,0,0,0,0,1
504,56,9,104217.3,1,0,1,0.16071428571428573,52108.65,0,1,0,1,3
778,65,7,0.0,1,1,0,0.1076923076923077,0.0,1,0,0,0,4
558,39,10,144757.02,1,0,1,0.2564102564102564,72378.51,0,1,0,1,1
627,44,6,0.0,1,1,0,0.13636363636363635,0.0,0,0,0,1,2
683,43,8,0.0,1,0,0,0.18604651162790697,0.0,0,0,0,1,2
556,43,6,0.0,3,0,1,0.13953488372093023,0.0,0,0,1,0,2
583,38,10,0.0,2,1,0,0.2631578947368421,0.0,0,0,0,0,1
705,24,7,100169.51,1,0,0,0.2916666666666667,50084.755,0,1,0,0,0
637,33,2,145731.83,1,1,0,0.06060606060606061,72865.915,0,1,0,1,1
697,56,5,110802.03,1,1,1,0.08928571428571429,55401.015,1,1,0,1,3
555,46,4,120392.99,1,0,1,0.08695652173913043,60196.495,0,1,0,0,2
594,26,6,135067.52,2,0,0,0.23076923076923078,45022.50666666666,0,1,0,0,0
632,31,3,136556.44,1,0,1,0.0967741935483871,68278.22,0,1,0,1,1
551,38,10,0.0,2,1,0,0.2631578947368421,0.0,0,0,0,0,1
687,35,3,99587.43,1,1,1,0.08571428571428572,49793.715,0,1,0,0,1
672,53,7,0.0,1,1,0,0.1320754716981132,0.0,1,0,0,0,3
521,34,7,70731.07,1,1,1,0.20588235294117646,35365.535,0,1,0,0,1
686,35,2,109342.82,2,1,0,0.05714285714285714,36447.60666666667,0,1,0,1,1
639,28,8,0.0,2,0,0,0.2857142857142857,0.0,0,0,0,1,0
850,66,4,0.0,2,1,0,0.06060606060606061,0.0,1,0,0,1,4
465,25,2,78247.31,2,1,0,0.08,26082.436666666665,0,1,0,1,0
817,55,10,117561.49,1,0,1,0.18181818181818182,58780.745,0,1,0,0,3
578,23,10,88980.32,1,1,0,0.43478260869565216,44490.16,0,1,0,1,0
611,34,4,0.0,2,0,0,0.11764705882352941,0.0,0,0,0,1,1
616,41,1,103560.57,1,0,1,0.024390243902439025,51780.285,0,1,0,0,2
517,37,5,113308.84,1,1,0,0.13513513513513514,56654.42,0,1,0,1,1
637,40,6,0.0,2,1,0,0.15,0.0,0,0,0,0,1
806,32,3,63763.49,1,0,0,0.09375,31881.745,0,1,0,0,1
633,29,7,169988.35,1,0,0,0.2413793103448276,84994.175,0,1,0,0,0
624,35,0,180303.24,2,0,0,0.0,60101.079999999994,0,1,0,0,1
691,52,3,0.0,1,0,1,0.057692307692307696,0.0,0,0,0,1,3
819,49,1,120656.86,4,0,1,0.02040816326530612,24131.372,0,1,1,0,2
568,31,1,61592.14,2,1,0,0.03225806451612903,20530.713333333333,0,1,0,0,1
806,48,4,164701.68,1,1,0,0.08333333333333333,82350.84,0,1,0,1,2
726,26,1,80780.16,1,1,0,0.038461538461538464,40390.08,0,1,0,0,0
552,36,8,0.0,2,0,0,0.2222222222222222,0.0,0,0,0,1,1
755,30,6,154221.37,2,1,0,0.2,51407.12333333333,0,1,0,0,0
634,26,8,0.0,1,0,0,0.3076923076923077,0.0,0,0,0,1,0
756,26,5,101641.14,2,1,0,0.19230769230769232,33880.38,0,1,0,0,0
776,37,2,0.0,1,1,0,0.05405405405405406,0.0,0,0,0,1,1
649,45,5,92786.66,1,0,1,0.1111111111111111,46393.33,0,1,0,0,2
595,32,8,131081.66,2,1,0,0.25,43693.886666666665,0,1,0,1,1
646,30,5,98014.74,1,1,0,0.16666666666666666,49007.37,0,1,0,1,0
592,38,8,0.0,2,0,0,0.21052631578947367,0.0,0,0,0,1,1
574,26,8,97460.1,1,1,0,0.3076923076923077,48730.05,0,1,0,1,0
850,36,1,104077.19,2,1,0,0.027777777777777776,34692.39666666667,0,1,0,1,1
850,29,1,0.0,2,1,0,0.034482758620689655,0.0,0,0,0,0,0
475,46,10,0.0,2,0,1,0.21739130434782608,0.0,0,0,0,0,2
642,39,4,0.0,1,1,0,0.10256410256410256,0.0,0,0,0,0,1
710,51,4,93656.95,1,1,1,0.0784313725490196,46828.475,1,1,0,0,3
596,30,6,121345.88,4,0,1,0.2,24269.176,0,1,1,1,0
609,39,8,141675.23,1,1,0,0.20512820512820512,70837.615,0,1,0,0,1
797,31,8,0.0,2,0,0,0.25806451612903225,0.0,0,0,0,0,1
504,43,7,102365.49,1,0,1,0.16279069767441862,51182.745,0,1,0,0,2
735,50,9,0.0,1,0,1,0.18,0.0,0,0,0,1,2
680,30,3,0.0,1,0,0,0.1,0.0,0,0,0,0,0
449,52,6,0.0,2,1,0,0.11538461538461539,0.0,1,0,0,1,3
685,57,7,101868.51,1,1,0,0.12280701754385964,50934.255,1,1,0,1,3
569,38,8,0.0,2,0,0,0.21052631578947367,0.0,0,0,0,1,1
631,35,9,112392.45,2,0,0,0.2571428571428571,37464.15,0,1,0,1,1
595,25,7,106570.34,2,1,0,0.28,35523.44666666666,0,1,0,0,0
461,28,8,0.0,1,1,0,0.2857142857142857,0.0,0,0,0,0,0
630,50,1,81947.76,1,1,1,0.02,40973.88,0,1,0,1,2
661,31,7,144162.3,2,1,0,0.22580645161290322,48054.1,0,1,0,0,1
796,39,5,86350.87,2,0,0,0.1282051282051282,28783.623333333333,0,1,0,1,1
710,47,5,158623.14,1,0,1,0.10638297872340426,79311.57,0,1,0,1,2
741,32,8,0.0,2,0,0,0.25,0.0,0,0,0,1,1
606,48,4,132403.56,1,0,1,0.08333333333333333,66201.78,0,1,0,1,2
747,27,10,0.0,2,0,0,0.37037037037037035,0.0,0,0,0,1,0
549,43,3,134985.66,1,0,0,0.06976744186046512,67492.83,0,1,0,0,2
576,36,6,0.0,2,1,0,0.16666666666666666,0.0,0,0,0,1,1
528,37,6,103772.45,1,0,0,0.16216216216216217,51886.225,0,1,0,1,1
535,33,2,133040.32,1,1,0,0.06060606060606061,66520.16,0,1,0,1,1
575,37,0,0.0,2,0,0,0.0,0.0,0,0,0,0,1
656,39,10,0.0,2,1,0,0.2564102564102564,0.0,0,0,0,1,1
440,42,2,0.0,2,0,0,0.047619047619047616,0.0,0,0,0,1,2
539,38,8,71460.67,2,1,0,0.21052631578947367,23820.22333333333,0,1,0,1,1
850,39,6,133214.13,1,1,0,0.15384615384615385,66607.065,0,1,0,1,1
646,37,7,96558.66,1,0,0,0.1891891891891892,48279.33,0,1,0,0,1
744,54,6,93806.31,2,1,0,0.1111111111111111,31268.77,1,1,0,1,3
710,36,8,0.0,2,0,0,0.2222222222222222,0.0,0,0,0,0,1
544,64,3,124043.8,1,1,1,0.046875,62021.9,1,1,0,0,4
723,52,5,131694.97,1,1,1,0.09615384615384616,65847.485,1,1,0,1,3
507,29,6,0.0,2,1,0,0.20689655172413793,0.0,0,0,0,0,0
787,35,1,106266.8,1,1,0,0.02857142857142857,53133.4,0,1,0,0,1
598,41,8,0.0,2,1,0,0.1951219512195122,0.0,0,0,0,1,2
796,51,6,0.0,2,1,0,0.11764705882352941,0.0,1,0,0,1,3
569,41,4,139840.36,1,1,0,0.0975609756097561,69920.18,0,1,0,0,2
711,34,8,0.0,2,0,0,0.23529411764705882,0.0,0,0,0,1,1
661,35,8,124098.54,1,0,0,0.22857142857142856,62049.27,0,1,0,1,1
415,32,5,145807.59,1,1,0,0.15625,72903.795,0,1,0,1,1
578,23,8,0.0,2,0,0,0.34782608695652173,0.0,0,0,0,1,0
611,26,2,107508.93,2,1,0,0.07692307692307693,35836.31,0,1,0,0,0
600,28,6,0.0,2,1,0,0.21428571428571427,0.0,0,0,0,0,0
661,32,1,145980.23,1,1,0,0.03125,72990.115,0,1,0,0,1
850,37,3,212778.2,1,1,0,0.08108108108108109,106389.1,0,1,0,0,1
573,47,4,152522.47,1,1,1,0.0851063829787234,76261.235,0,1,0,0,2
764,33,9,168964.77,1,1,0,0.2727272727272727,84482.385,0,1,0,0,1
838,34,8,0.0,2,0,0,0.23529411764705882,0.0,0,0,0,0,1
821,28,8,0.0,1,1,0,0.2857142857142857,0.0,0,0,0,0,0
607,36,4,98266.3,1,1,0,0.1111111111111111,49133.15,0,1,0,0,1
558,38,8,113000.92,1,1,0,0.21052631578947367,56500.46,0,1,0,1,1
530,23,1,137060.88,2,1,0,0.043478260869565216,45686.96,0,1,0,1,0
654,37,5,112146.12,1,0,0,0.13513513513513514,56073.06,0,1,0,1,1
530,33,4,129307.32,1,1,0,0.12121212121212122,64653.66,0,1,0,0,1
656,69,6,163975.09,1,1,0,0.08695652173913043,81987.545,1,1,0,1,4
520,43,7,0.0,2,1,0,0.16279069767441862,0.0,0,0,0,1,2
602,42,6,158414.85,1,1,0,0.14285714285714285,79207.425,0,1,0,0,2
701,48,1,92072.68,1,1,0,0.020833333333333332,46036.34,0,1,0,0,2
653,30,2,88243.29,2,1,0,0.06666666666666667,29414.429999999997,0,1,0,0,0
668,25,8,0.0,2,1,0,0.32,0.0,0,0,0,1,0
652,48,4,59486.31,1,0,1,0.08333333333333333,29743.155,0,1,0,1,2
639,54,2,0.0,2,1,0,0.037037037037037035,0.0,1,0,0,0,3
730,52,7,0.0,2,1,0,0.1346153846153846,0.0,1,0,0,0,3
780,34,1,0.0,1,1,0,0.029411764705882353,0.0,0,0,0,1,1
592,38,8,119278.01,2,1,0,0.21052631578947367,39759.33666666666,0,1,0,0,1
628,34,4,158741.43,2,1,0,0.11764705882352941,52913.81,0,1,0,1,1
658,40,7,140596.95,1,1,1,0.175,70298.475,0,1,0,0,1
850,29,10,0.0,2,1,0,0.3448275862068966,0.0,0,0,0,0,0
515,37,2,90432.92,1,1,1,0.05405405405405406,45216.46,0,1,0,1,1
571,35,1,104783.81,2,1,0,0.02857142857142857,34927.93666666667,0,1,0,0,1
760,42,0,77992.97,2,1,0,0.0,25997.656666666666,0,1,0,1,2
720,43,10,110822.9,1,0,0,0.23255813953488372,55411.45,0,1,0,0,2
632,42,4,119624.6,2,1,0,0.09523809523809523,39874.86666666667,0,1,0,1,2
694,31,6,109052.59,2,1,1,0.1935483870967742,36350.863333333335,0,1,0,1,1
559,40,5,139129.44,1,1,0,0.125,69564.72,0,1,0,0,1
773,42,8,152324.66,2,0,0,0.19047619047619047,50774.886666666665,0,1,0,0,2
581,38,1,0.0,2,0,0,0.02631578947368421,0.0,0,0,0,1,1
524,37,9,127480.58,2,0,0,0.24324324324324326,42493.526666666665,0,1,0,0,1
713,53,6,115029.4,1,0,1,0.11320754716981132,57514.7,0,1,0,1,3
676,40,8,114005.78,1,1,0,0.2,57002.89,0,1,0,1,1
651,42,1,116646.76,1,0,1,0.023809523809523808,58323.38,0,1,0,0,2
717,49,1,110864.38,2,1,1,0.02040816326530612,36954.793333333335,0,1,0,0,2
594,23,5,156267.59,1,0,0,0.21739130434782608,78133.795,0,1,0,1,0
716,44,3,109528.28,1,0,1,0.06818181818181818,54764.14,0,1,0,0,2
668,35,6,102482.76,1,1,0,0.17142857142857143,51241.38,0,1,0,0,1
678,23,10,115563.71,1,1,0,0.43478260869565216,57781.855,0,1,0,1,0
545,23,2,0.0,2,0,0,0.08695652173913043,0.0,0,0,0,1,0
613,40,9,95624.36,2,1,0,0.225,31874.786666666667,0,1,0,0,1
687,21,8,0.0,2,1,0,0.38095238095238093,0.0,0,0,0,0,0
715,28,7,160376.61,1,0,0,0.25,80188.305,0,1,0,1,0
618,41,8,37702.79,1,1,0,0.1951219512195122,18851.395,0,1,0,1,2
721,35,6,118273.83,1,1,0,0.17142857142857143,59136.915,0,1,0,0,1
445,34,7,131082.17,2,1,0,0.20588235294117646,43694.05666666667,0,1,0,0,1
690,38,1,94456.0,2,1,0,0.02631578947368421,31485.333333333332,0,1,0,1,1
709,43,8,0.0,2,0,1,0.18604651162790697,0.0,0,0,0,0,2
671,42,3,0.0,2,1,0,0.07142857142857142,0.0,0,0,0,0,2
538,33,6,93791.38,1,1,0,0.18181818181818182,46895.69,0,1,0,1,1
735,33,4,0.0,2,0,0,0.12121212121212122,0.0,0,0,0,0,1
592,37,7,0.0,2,1,0,0.1891891891891892,0.0,0,0,0,0,1
747,61,7,155973.13,1,1,0,0.11475409836065574,77986.565,1,1,0,1,4
675,36,7,89409.95,1,1,0,0.19444444444444445,44704.975,0,1,0,1,1
632,39,5,97854.37,2,0,0,0.1282051282051282,32618.123333333333,0,1,0,0,1
621,39,6,0.0,2,1,0,0.15384615384615385,0.0,0,0,0,1,1
521,29,3,60280.62,1,0,0,0.10344827586206896,30140.31,0,1,0,1,0
591,36,7,135216.8,1,1,0,0.19444444444444445,67608.4,0,1,0,1,1
706,28,6,124923.35,2,1,0,0.21428571428571427,41641.11666666667,0,1,0,0,0
677,38,4,0.0,2,0,0,0.10526315789473684,0.0,0,0,0,1,1
769,27,7,188614.07,1,0,0,0.25925925925925924,94307.035,0,1,0,1,0
771,32,5,62321.62,1,1,0,0.15625,31160.81,0,1,0,1,1
601,48,8,120782.7,1,0,1,0.16666666666666666,60391.35,0,1,0,0,2
670,42,1,115961.58,2,1,0,0.023809523809523808,38653.86,0,1,0,0,2
517,28,2,115062.61,1,0,0,0.07142857142857142,57531.305,0,1,0,1,0
834,49,8,160602.25,2,0,0,0.16326530612244897,53534.083333333336,0,1,0,0,2
571,42,4,108825.34,3,0,1,0.09523809523809523,27206.335,0,1,1,0,2
576,36,8,166287.85,1,1,0,0.2222222222222222,83143.925,0,1,0,0,1
718,31,1,152663.77,1,1,0,0.03225806451612903,76331.885,0,1,0,0,1
636,31,9,80844.69,2,1,0,0.2903225806451613,26948.23,0,1,0,0,1
566,40,2,97001.36,2,0,0,0.05,32333.786666666667,0,1,0,0,1
711,64,4,0.0,2,1,0,0.0625,0.0,1,0,0,1,4
574,39,2,122524.61,2,0,0,0.05128205128205128,40841.53666666667,0,1,0,0,1
619,35,8,132292.63,1,0,0,0.22857142857142856,66146.315,0,1,0,0,1
588,24,0,0.0,2,1,0,0.0,0.0,0,0,0,0,0
760,49,9,91502.99,1,0,1,0.1836734693877551,45751.495,0,1,0,0,2
665,52,3,0.0,1,0,1,0.057692307692307696,0.0,0,0,0,1,3
739,29,3,59385.98,2,1,0,0.10344827586206896,19795.326666666668,0,1,0,1,0
641,77,9,0.0,3,1,0,0.11688311688311688,0.0,1,0,1,1,4
685,21,6,97956.5,1,1,0,0.2857142857142857,48978.25,0,1,0,0,0
594,49,4,0.0,2,1,0,0.08163265306122448,0.0,0,0,0,0,2
557,40,4,0.0,2,1,0,0.1,0.0,0,0,0,0,1
697,27,8,141223.68,2,0,0,0.2962962962962963,47074.56,0,1,0,1,0
656,18,10,151762.74,1,1,0,0.5555555555555556,75881.37,0,1,0,1,0
712,43,1,141749.74,2,1,0,0.023255813953488372,47249.91333333333,0,1,0,1,2
689,38,5,75075.14,1,1,1,0.13157894736842105,37537.57,0,1,0,1,1
697,25,4,165686.11,2,0,0,0.16,55228.70333333333,0,1,0,0,0
589,38,2,0.0,1,0,0,0.05263157894736842,0.0,0,0,0,1,1
525,25,10,0.0,2,0,0,0.4,0.0,0,0,0,0,0
680,44,3,0.0,2,0,0,0.06818181818181818,0.0,0,0,0,1,2
617,28,0,0.0,2,1,1,0.0,0.0,0,0,0,0,0
680,32,5,92961.61,1,0,0,0.15625,46480.805,0,1,0,1,1
662,30,9,0.0,2,1,0,0.3,0.0,0,0,0,0,0
736,46,5,130812.91,1,1,1,0.10869565217391304,65406.455,0,1,0,1,2
657,57,8,107174.58,1,1,1,0.14035087719298245,53587.29,1,1,0,1,3
350,54,1,152677.48,1,1,1,0.018518518518518517,76338.74,1,1,0,1,3
617,30,3,132005.77,1,0,0,0.1,66002.885,0,1,0,1,0
562,35,7,0.0,1,0,0,0.2,0.0,0,0,0,1,1
705,23,5,0.0,2,1,0,0.21739130434782608,0.0,0,0,0,0,0
516,33,7,127305.5,1,1,0,0.21212121212121213,63652.75,0,1,0,0,1
573,37,6,0.0,2,0,0,0.16216216216216217,0.0,0,0,0,0,1
538,31,0,0.0,2,0,0,0.0,0.0,0,0,0,0,1
699,39,9,0.0,1,0,0,0.23076923076923078,0.0,0,0,0,1,1
504,32,8,170291.22,2,1,0,0.25,56763.74,0,1,0,1,1
583,47,5,102562.23,1,0,0,0.10638297872340426,51281.115,0,1,0,1,2
712,53,2,111061.01,2,0,0,0.03773584905660377,37020.33666666666,0,1,0,1,3
626,62,3,0.0,1,1,0,0.04838709677419355,0.0,1,0,0,1,4
631,34,4,124379.14,1,0,0,0.11764705882352941,62189.57,0,1,0,0,1
663,37,7,0.0,1,1,0,0.1891891891891892,0.0,0,0,0,0,1
506,41,3,57745.76,1,0,0,0.07317073170731707,28872.88,0,1,0,0,2
